invoice_no;customer_id;gender;age;category;quantity;price;payment_method;invoice_date;shopping_mall;Total_Amount;year;month;YearMonth;Quarter_of_Year;Age_Group
I306957;C623421;Female;40;Clothing;2;600.16;Credit Card;17/09/2022;Cevahir AVM;1200.32;2022;9;2022-09;3;Adult
I147079;C222949;Female;20;Clothing;4;1200.32;Credit Card;1/05/2022;Metropol AVM;4801.28;2022;5;2022-05;2;Young
I829259;C133451;Female;38;Cosmetics;4;162.64;Cash;17/11/2022;Viaport Outlet;650.56;2022;11;2022-11;4;Adult
I296251;C195342;Female;63;Cosmetics;2;81.32;Cash;17/06/2022;Metrocity;162.64;2022;6;2022-06;2;Senior
I808238;C336400;Male;25;Shoes;2;1200.34;Credit Card;14/07/2022;Mall of Istanbul;2400.68;2022;7;2022-07;3;Adult
I891465;C175833;Female;19;Clothing;1;300.08;Cash;21/07/2022;Metrocity;300.08;2022;7;2022-07;3;Young
I563052;C246602;Female;53;Cosmetics;4;162.64;Cash;28/07/2021;Metrocity;650.56;2021;7;2021-07;3;Senior
I130443;C329003;Female;51;Shoes;1;600.17;Cash;8/06/2021;Istinye Park;600.17;2021;6;2021-06;2;Senior
I241690;C270340;Male;56;Souvenir;2;23.46;Credit Card;14/06/2022;Kanyon;46.92;2022;6;2022-06;2;Senior
I643231;C330141;Male;29;Toys;4;143.36;Cash;3/02/2021;Kanyon;573.44;2021;2;2021-02;1;Adult
I295337;C121707;Female;20;Shoes;4;2400.68;Debit Card;5/08/2022;Mall of Istanbul;9602.72;2022;8;2022-08;3;Young
I265980;C112452;Female;35;Books;1;15.15;Credit Card;1/04/2022;Forum Istanbul;15.15;2022;4;2022-04;2;Adult
I293153;C269710;Female;62;Food & Beverage;2;10.46;Cash;10/11/2022;Metropol AVM;20.92;2022;11;2022-11;4;Senior
I193148;C297610;Female;32;Clothing;4;1200.32;Cash;11/02/2023;Cevahir AVM;4801.28;2023;2;2023-02;1;Adult
I318625;C319935;Male;48;Technology;5;5250;Cash;26/02/2023;Zorlu Center;26250;2023;2;2023-02;1;Senior
I142245;C785507;Male;43;Cosmetics;3;121.98;Debit Card;1/12/2022;Zorlu Center;365.94;2022;12;2022-12;4;Adult
I205906;C217834;Female;57;Clothing;4;1200.32;Credit Card;4/02/2021;Kanyon;4801.28;2021;2;2021-02;1;Senior
I277462;C709370;Male;33;Clothing;2;600.16;Cash;22/09/2021;Metrocity;1200.32;2021;9;2021-09;3;Adult
I753100;C216369;Female;49;Food & Beverage;1;5.23;Cash;5/03/2021;Emaar Square Mall;5.23;2021;3;2021-03;1;Senior
I610847;C322689;Female;29;Clothing;4;1200.32;Cash;6/02/2023;Metrocity;4801.28;2023;2;2023-02;1;Adult
I295181;C146203;Female;43;Food & Beverage;2;10.46;Credit Card;17/11/2022;Metrocity;20.92;2022;11;2022-11;4;Adult
I198308;C611809;Female;36;Food & Beverage;5;26.15;Credit Card;11/10/2021;Metrocity;130.75;2021;10;2021-10;4;Adult
I180570;C210236;Female;59;Shoes;5;3000.85;Cash;6/03/2021;Metrocity;15004.25;2021;3;2021-03;1;Senior
I260475;C297118;Female;31;Clothing;5;1500.4;Credit Card;17/03/2022;Mall of Istanbul;7502;2022;3;2022-03;1;Adult
I251024;C180586;Female;51;Food & Beverage;2;10.46;Debit Card;9/02/2021;Mall of Istanbul;20.92;2021;2;2021-02;1;Senior
I302151;C314705;Male;27;Technology;4;4200;Cash;15/03/2021;Kanyon;16800;2021;3;2021-03;1;Adult
I145917;C272419;Female;62;Cosmetics;5;203.3;Credit Card;1/02/2023;Forum Istanbul;1016.5;2023;2;2023-02;1;Senior
I254721;C282520;Male;44;Clothing;5;1500.4;Debit Card;27/09/2021;Kanyon;7502;2021;9;2021-09;3;Adult
I103120;C319624;Female;18;Shoes;4;2400.68;Debit Card;20/02/2022;Mall of Istanbul;9602.72;2022;2;2022-02;1;Young
I173288;C264687;Female;52;Food & Beverage;5;26.15;Credit Card;25/01/2023;Metrocity;130.75;2023;1;2023-01;1;Senior
I279088;C140543;Male;60;Technology;3;3150;Credit Card;30/07/2021;Metrocity;9450;2021;7;2021-07;3;Senior
I190414;C339391;Female;34;Food & Beverage;3;15.69;Debit Card;18/04/2021;Forum Istanbul;47.07;2021;4;2021-04;2;Adult
I613381;C285587;Male;47;Clothing;1;300.08;Cash;8/02/2021;Mall of Istanbul;300.08;2021;2;2021-02;1;Senior
I107697;C137134;Female;58;Toys;1;35.84;Cash;18/08/2022;Istinye Park;35.84;2022;8;2022-08;3;Senior
I193600;C103896;Female;51;Clothing;4;1200.32;Credit Card;10/09/2021;Istinye Park;4801.28;2021;9;2021-09;3;Senior
I165090;C315479;Female;32;Clothing;3;900.24;Debit Card;27/07/2021;Forum Istanbul;2700.72;2021;7;2021-07;3;Adult
I260728;C181912;Female;23;Toys;5;179.2;Credit Card;3/04/2021;Kanyon;896;2021;4;2021-04;2;Young
I164219;C335107;Female;38;Toys;4;143.36;Cash;3/06/2021;Cevahir AVM;573.44;2021;6;2021-06;2;Adult
I318282;C121510;Male;63;Souvenir;2;23.46;Credit Card;12/01/2021;Metrocity;46.92;2021;1;2021-01;1;Senior
I212598;C477489;Female;50;Food & Beverage;3;15.69;Cash;7/01/2021;Forum Istanbul;47.07;2021;1;2021-01;1;Senior
I212833;C331382;Male;64;Cosmetics;2;81.32;Cash;29/04/2021;Metrocity;162.64;2021;4;2021-04;2;Senior
I326146;C554087;Male;51;Clothing;2;600.16;Cash;1/07/2021;Metropol AVM;1200.32;2021;7;2021-07;3;Senior
I169684;C226252;Male;21;Food & Beverage;1;5.23;Debit Card;28/07/2021;Zorlu Center;5.23;2021;7;2021-07;3;Young
I462436;C227695;Female;20;Cosmetics;3;121.98;Cash;9/09/2021;Cevahir AVM;365.94;2021;9;2021-09;3;Young
I940151;C246136;Male;34;Food & Beverage;3;15.69;Credit Card;20/09/2021;Mall of Istanbul;47.07;2021;9;2021-09;3;Adult
I210603;C170928;Female;26;Cosmetics;4;162.64;Debit Card;16/07/2021;Istinye Park;650.56;2021;7;2021-07;3;Adult
I174942;C200317;Female;19;Clothing;3;900.24;Credit Card;23/01/2023;Kanyon;2700.72;2023;1;2023-01;1;Young
I163206;C192979;Female;47;Food & Beverage;3;15.69;Credit Card;26/06/2021;Mall of Istanbul;47.07;2021;6;2021-06;2;Senior
I266121;C198568;Male;47;Clothing;4;1200.32;Cash;5/01/2022;Kanyon;4801.28;2022;1;2022-01;1;Senior
I454912;C251518;Female;56;Toys;2;71.68;Credit Card;4/12/2022;Metropol AVM;143.36;2022;12;2022-12;4;Senior
I831916;C215210;Male;42;Clothing;5;1500.4;Debit Card;24/09/2021;Mall of Istanbul;7502;2021;9;2021-09;3;Adult
I180372;C271571;Male;49;Souvenir;5;58.65;Cash;13/09/2022;Forum Istanbul;293.25;2022;9;2022-09;3;Senior
I466698;C303444;Female;51;Shoes;3;1800.51;Debit Card;24/02/2023;Kanyon;5401.53;2023;2;2023-02;1;Senior
I119678;C506925;Female;41;Technology;4;4200;Cash;4/03/2021;Emaar Square Mall;16800;2021;3;2021-03;1;Adult
I296369;C294604;Male;27;Food & Beverage;1;5.23;Cash;24/02/2021;Kanyon;5.23;2021;2;2021-02;1;Adult
I133116;C190939;Female;61;Clothing;5;1500.4;Debit Card;2/12/2021;Kanyon;7502;2021;12;2021-12;4;Senior
I165625;C129849;Female;38;Shoes;4;2400.68;Cash;30/10/2022;Mall of Istanbul;9602.72;2022;10;2022-10;4;Adult
I333045;C235178;Male;42;Clothing;1;300.08;Credit Card;9/12/2022;Kanyon;300.08;2022;12;2022-12;4;Adult
I131869;C267843;Male;58;Food & Beverage;1;5.23;Debit Card;29/01/2023;Kanyon;5.23;2023;1;2023-01;1;Senior
I168101;C186861;Female;57;Souvenir;3;35.19;Cash;26/04/2022;Forum Istanbul;105.57;2022;4;2022-04;2;Senior
I713258;C219983;Male;23;Clothing;3;900.24;Cash;3/01/2021;Kanyon;2700.72;2021;1;2021-01;1;Young
I144171;C250033;Female;62;Clothing;1;300.08;Debit Card;20/04/2022;Kanyon;300.08;2022;4;2022-04;2;Senior
I191531;C506663;Male;31;Shoes;3;1800.51;Cash;20/12/2022;Metrocity;5401.53;2022;12;2022-12;4;Adult
I165583;C235482;Female;54;Clothing;1;300.08;Credit Card;8/02/2023;Metrocity;300.08;2023;2;2023-02;1;Senior
I210803;C781893;Male;19;Clothing;4;1200.32;Credit Card;17/09/2022;Metrocity;4801.28;2022;9;2022-09;3;Young
I209258;C328444;Male;68;Cosmetics;5;203.3;Cash;7/07/2022;Metrocity;1016.5;2022;7;2022-07;3;Senior
I169548;C307592;Male;44;Clothing;5;1500.4;Credit Card;15/09/2022;Mall of Istanbul;7502;2022;9;2022-09;3;Adult
I140693;C541983;Female;44;Clothing;2;600.16;Credit Card;27/11/2022;Cevahir AVM;1200.32;2022;11;2022-11;4;Adult
I172509;C283381;Female;29;Shoes;3;1800.51;Cash;26/12/2022;Mall of Istanbul;5401.53;2022;12;2022-12;4;Adult
I301205;C301099;Female;67;Food & Beverage;4;20.92;Credit Card;16/09/2022;Kanyon;83.68;2022;9;2022-09;3;Senior
I338366;C246641;Female;28;Shoes;5;3000.85;Debit Card;1/03/2021;Viaport Outlet;15004.25;2021;3;2021-03;1;Adult
I108742;C312617;Female;34;Clothing;5;1500.4;Credit Card;28/04/2021;Mall of Istanbul;7502;2021;4;2021-04;2;Adult
I261374;C204164;Male;45;Toys;2;71.68;Debit Card;23/04/2021;Istinye Park;143.36;2021;4;2021-04;2;Adult
I860717;C259798;Female;55;Clothing;2;600.16;Debit Card;10/10/2021;Forum Istanbul;1200.32;2021;10;2021-10;4;Senior
I295440;C215336;Female;69;Food & Beverage;2;10.46;Debit Card;10/04/2022;Mall of Istanbul;20.92;2022;4;2022-04;2;Senior
I273820;C339648;Male;30;Food & Beverage;4;20.92;Credit Card;2/12/2022;Cevahir AVM;83.68;2022;12;2022-12;4;Adult
I279919;C290275;Female;38;Clothing;2;600.16;Cash;27/08/2022;Istinye Park;1200.32;2022;8;2022-08;3;Adult
I190006;C230120;Male;39;Cosmetics;1;40.66;Debit Card;13/09/2021;Metrocity;40.66;2021;9;2021-09;3;Adult
I156252;C478733;Female;63;Toys;4;143.36;Debit Card;15/09/2022;Viaport Outlet;573.44;2022;9;2022-09;3;Senior
I183583;C201255;Male;49;Cosmetics;1;40.66;Cash;11/06/2022;Forum Istanbul;40.66;2022;6;2022-06;2;Senior
I258930;C289918;Female;66;Shoes;4;2400.68;Credit Card;13/07/2021;Istinye Park;9602.72;2021;7;2021-07;3;Senior
I651105;C937123;Female;68;Food & Beverage;1;5.23;Cash;14/12/2021;Mall of Istanbul;5.23;2021;12;2021-12;4;Senior
I135098;C322924;Male;18;Clothing;5;1500.4;Cash;9/09/2022;Kanyon;7502;2022;9;2022-09;3;Young
I187453;C690345;Female;42;Shoes;3;1800.51;Cash;29/01/2023;Metrocity;5401.53;2023;1;2023-01;1;Adult
I176625;C247049;Female;54;Clothing;4;1200.32;Cash;5/07/2022;Metropol AVM;4801.28;2022;7;2022-07;3;Senior
I289516;C280253;Male;43;Clothing;5;1500.4;Credit Card;4/11/2021;Zorlu Center;7502;2021;11;2021-11;4;Adult
I188382;C169477;Male;54;Clothing;1;300.08;Cash;14/03/2021;Emaar Square Mall;300.08;2021;3;2021-03;1;Senior
I749173;C131819;Male;43;Shoes;4;2400.68;Credit Card;23/07/2022;Mall of Istanbul;9602.72;2022;7;2022-07;3;Adult
I752413;C442324;Male;44;Clothing;3;900.24;Credit Card;13/10/2021;Mall of Istanbul;2700.72;2021;10;2021-10;4;Adult
I254886;C114347;Male;36;Technology;2;2100;Debit Card;31/08/2021;Mall of Istanbul;4200;2021;8;2021-08;3;Adult
I323478;C216456;Female;41;Food & Beverage;2;10.46;Cash;24/11/2022;Metrocity;20.92;2022;11;2022-11;4;Adult
I178637;C152833;Female;45;Clothing;1;300.08;Credit Card;4/05/2021;Emaar Square Mall;300.08;2021;5;2021-05;2;Adult
I840591;C171160;Female;41;Clothing;2;600.16;Cash;20/06/2021;Cevahir AVM;1200.32;2021;6;2021-06;2;Adult
I251184;C259884;Male;58;Cosmetics;5;203.3;Credit Card;3/12/2021;Metrocity;1016.5;2021;12;2021-12;4;Senior
I929854;C114606;Female;34;Shoes;1;600.17;Debit Card;4/01/2023;Metropol AVM;600.17;2023;1;2023-01;1;Adult
I274883;C216025;Female;67;Food & Beverage;1;5.23;Cash;1/03/2022;Viaport Outlet;5.23;2022;3;2022-03;1;Senior
I338411;C884264;Male;60;Books;5;75.75;Credit Card;17/01/2023;Mall of Istanbul;378.75;2023;1;2023-01;1;Senior
I301433;C697667;Female;31;Clothing;5;1500.4;Cash;1/07/2021;Istinye Park;7502;2021;7;2021-07;3;Adult
I218234;C136585;Female;52;Toys;3;107.52;Cash;28/02/2023;Forum Istanbul;322.56;2023;2;2023-02;1;Senior
I716822;C146582;Male;25;Food & Beverage;5;26.15;Credit Card;5/06/2021;Mall of Istanbul;130.75;2021;6;2021-06;2;Adult
I174219;C129039;Female;22;Clothing;4;1200.32;Cash;13/12/2021;Kanyon;4801.28;2021;12;2021-12;4;Young
I278299;C183846;Female;34;Food & Beverage;3;15.69;Credit Card;14/03/2022;Metropol AVM;47.07;2022;3;2022-03;1;Adult
I267714;C297404;Male;30;Clothing;4;1200.32;Cash;20/03/2021;Kanyon;4801.28;2021;3;2021-03;1;Adult
I670822;C127819;Female;25;Food & Beverage;2;10.46;Credit Card;5/09/2022;Kanyon;20.92;2022;9;2022-09;3;Adult
I339508;C127718;Female;48;Clothing;3;900.24;Cash;27/12/2022;Emaar Square Mall;2700.72;2022;12;2022-12;4;Senior
I268823;C230543;Male;30;Clothing;1;300.08;Debit Card;8/02/2023;Istinye Park;300.08;2023;2;2023-02;1;Adult
I217906;C302358;Female;30;Clothing;3;900.24;Cash;27/06/2021;Kanyon;2700.72;2021;6;2021-06;2;Adult
I846907;C105060;Female;36;Clothing;5;1500.4;Cash;16/10/2022;Istinye Park;7502;2022;10;2022-10;4;Adult
I176751;C182606;Female;52;Shoes;5;3000.85;Credit Card;26/09/2021;Kanyon;15004.25;2021;9;2021-09;3;Senior
I325587;C295864;Male;33;Food & Beverage;1;5.23;Cash;28/07/2021;Viaport Outlet;5.23;2021;7;2021-07;3;Adult
I112845;C323307;Male;69;Cosmetics;5;203.3;Cash;13/10/2021;Metrocity;1016.5;2021;10;2021-10;4;Senior
I158003;C104350;Female;46;Clothing;2;600.16;Cash;20/02/2021;Metrocity;1200.32;2021;2;2021-02;1;Senior
I276368;C282281;Female;65;Toys;4;143.36;Debit Card;25/05/2021;Kanyon;573.44;2021;5;2021-05;2;Senior
I206246;C506887;Male;27;Food & Beverage;5;26.15;Cash;4/12/2021;Kanyon;130.75;2021;12;2021-12;4;Adult
I195587;C528686;Female;42;Food & Beverage;2;10.46;Cash;18/02/2021;Kanyon;20.92;2021;2;2021-02;1;Adult
I213354;C157218;Female;56;Technology;5;5250;Credit Card;3/03/2021;Kanyon;26250;2021;3;2021-03;1;Senior
I583185;C172691;Female;68;Cosmetics;5;203.3;Credit Card;25/08/2021;Metropol AVM;1016.5;2021;8;2021-08;3;Senior
I236100;C330221;Male;64;Food & Beverage;3;15.69;Credit Card;18/09/2021;Mall of Istanbul;47.07;2021;9;2021-09;3;Senior
I298339;C336104;Male;59;Food & Beverage;1;5.23;Debit Card;12/06/2021;Mall of Istanbul;5.23;2021;6;2021-06;2;Senior
I280823;C807852;Female;68;Technology;3;3150;Credit Card;12/08/2022;Istinye Park;9450;2022;8;2022-08;3;Senior
I863565;C128312;Male;25;Cosmetics;5;203.3;Cash;28/03/2021;Viaport Outlet;1016.5;2021;3;2021-03;1;Adult
I243784;C150950;Female;40;Toys;5;179.2;Credit Card;14/03/2021;Kanyon;896;2021;3;2021-03;1;Adult
I810580;C305706;Female;18;Toys;1;35.84;Debit Card;10/01/2021;Kanyon;35.84;2021;1;2021-01;1;Young
I297768;C310310;Male;56;Clothing;4;1200.32;Cash;6/11/2021;Istinye Park;4801.28;2021;11;2021-11;4;Senior
I231514;C414958;Female;36;Shoes;1;600.17;Cash;21/12/2022;Emaar Square Mall;600.17;2022;12;2022-12;4;Adult
I200720;C296534;Female;30;Food & Beverage;1;5.23;Credit Card;21/04/2022;Emaar Square Mall;5.23;2022;4;2022-04;2;Adult
I171758;C234534;Female;52;Cosmetics;4;162.64;Debit Card;22/03/2022;Emaar Square Mall;650.56;2022;3;2022-03;1;Senior
I148039;C247694;Female;24;Technology;4;4200;Debit Card;13/05/2022;Kanyon;16800;2022;5;2022-05;2;Young
I943432;C141657;Female;30;Clothing;2;600.16;Cash;7/07/2021;Mall of Istanbul;1200.32;2021;7;2021-07;3;Adult
I215019;C156233;Female;45;Cosmetics;5;203.3;Cash;22/06/2022;Kanyon;1016.5;2022;6;2022-06;2;Adult
I204541;C354331;Male;29;Toys;4;143.36;Cash;5/07/2021;Kanyon;573.44;2021;7;2021-07;3;Adult
I528108;C131221;Male;24;Books;1;15.15;Debit Card;16/10/2022;Metropol AVM;15.15;2022;10;2022-10;4;Young
I163618;C123445;Female;46;Clothing;2;600.16;Cash;1/08/2021;Emaar Square Mall;1200.32;2021;8;2021-08;3;Senior
I255698;C207443;Female;65;Shoes;4;2400.68;Cash;28/10/2022;Metrocity;9602.72;2022;10;2022-10;4;Senior
I328430;C137762;Female;26;Toys;1;35.84;Credit Card;29/10/2021;Viaport Outlet;35.84;2021;10;2021-10;4;Adult
I561353;C152904;Female;58;Toys;3;107.52;Cash;10/11/2022;Metrocity;322.56;2022;11;2022-11;4;Senior
I101472;C216194;Female;45;Clothing;4;1200.32;Cash;6/07/2021;Metrocity;4801.28;2021;7;2021-07;3;Adult
I109605;C207415;Male;43;Cosmetics;3;121.98;Debit Card;27/10/2021;Mall of Istanbul;365.94;2021;10;2021-10;4;Adult
I143755;C621747;Female;25;Souvenir;4;46.92;Debit Card;16/06/2021;Metrocity;187.68;2021;6;2021-06;2;Adult
I335633;C621794;Female;53;Clothing;3;900.24;Credit Card;21/07/2022;Zorlu Center;2700.72;2022;7;2022-07;3;Senior
I212054;C218289;Female;63;Clothing;1;300.08;Debit Card;24/06/2021;Mall of Istanbul;300.08;2021;6;2021-06;2;Senior
I142204;C235878;Female;37;Cosmetics;1;40.66;Credit Card;28/04/2021;Cevahir AVM;40.66;2021;4;2021-04;2;Adult
I310814;C251446;Female;68;Cosmetics;4;162.64;Debit Card;17/03/2021;Mall of Istanbul;650.56;2021;3;2021-03;1;Senior
I202865;C708005;Female;67;Books;5;75.75;Cash;31/03/2021;Mall of Istanbul;378.75;2021;3;2021-03;1;Senior
I128008;C323349;Female;29;Clothing;5;1500.4;Cash;13/07/2021;Mall of Istanbul;7502;2021;7;2021-07;3;Adult
I244711;C180375;Female;55;Clothing;4;1200.32;Cash;21/11/2021;Mall of Istanbul;4801.28;2021;11;2021-11;4;Senior
I202868;C254007;Male;30;Clothing;2;600.16;Debit Card;27/02/2022;Kanyon;1200.32;2022;2;2022-02;1;Adult
I229755;C908169;Female;57;Toys;5;179.2;Cash;22/11/2021;Istinye Park;896;2021;11;2021-11;4;Senior
I551504;C587022;Male;33;Shoes;1;600.17;Debit Card;30/03/2022;Zorlu Center;600.17;2022;3;2022-03;1;Adult
I357584;C485257;Female;54;Clothing;3;900.24;Cash;13/05/2022;Kanyon;2700.72;2022;5;2022-05;2;Senior
I572568;C196813;Female;66;Shoes;4;2400.68;Credit Card;2/12/2022;Mall of Istanbul;9602.72;2022;12;2022-12;4;Senior
I834928;C242182;Male;56;Clothing;5;1500.4;Debit Card;10/08/2022;Emaar Square Mall;7502;2022;8;2022-08;3;Senior
I301887;C331182;Male;30;Technology;4;4200;Credit Card;13/04/2021;Zorlu Center;16800;2021;4;2021-04;2;Adult
I722991;C206713;Female;19;Clothing;5;1500.4;Cash;12/03/2022;Zorlu Center;7502;2022;3;2022-03;1;Young
I121934;C376889;Female;22;Technology;1;1050;Cash;7/10/2022;Metrocity;1050;2022;10;2022-10;4;Young
I161868;C333202;Male;29;Food & Beverage;5;26.15;Debit Card;17/03/2021;Emaar Square Mall;130.75;2021;3;2021-03;1;Adult
I227368;C147456;Male;44;Clothing;2;600.16;Cash;10/08/2022;Mall of Istanbul;1200.32;2022;8;2022-08;3;Adult
I283492;C221830;Female;38;Toys;1;35.84;Credit Card;28/09/2021;Emaar Square Mall;35.84;2021;9;2021-09;3;Adult
I236127;C634747;Female;32;Clothing;3;900.24;Cash;12/10/2021;Cevahir AVM;2700.72;2021;10;2021-10;4;Adult
I259412;C108986;Female;58;Toys;4;143.36;Credit Card;29/03/2021;Viaport Outlet;573.44;2021;3;2021-03;1;Senior
I155577;C205202;Female;55;Cosmetics;4;162.64;Cash;21/05/2021;Emaar Square Mall;650.56;2021;5;2021-05;2;Senior
I311797;C160680;Female;64;Food & Beverage;2;10.46;Credit Card;31/03/2022;Metropol AVM;20.92;2022;3;2022-03;1;Senior
I242848;C805973;Female;45;Clothing;3;900.24;Credit Card;27/03/2021;Istinye Park;2700.72;2021;3;2021-03;1;Adult
I448498;C246456;Female;65;Clothing;1;300.08;Credit Card;23/07/2022;Kanyon;300.08;2022;7;2022-07;3;Senior
I310335;C293191;Female;54;Clothing;4;1200.32;Debit Card;8/03/2022;Metrocity;4801.28;2022;3;2022-03;1;Senior
I925190;C248510;Male;58;Clothing;5;1500.4;Cash;4/02/2021;Metrocity;7502;2021;2;2021-02;1;Senior
I777286;C102849;Female;40;Cosmetics;2;81.32;Debit Card;24/01/2021;Emaar Square Mall;162.64;2021;1;2021-01;1;Adult
I126253;C732384;Male;24;Clothing;5;1500.4;Debit Card;2/02/2021;Metrocity;7502;2021;2;2021-02;1;Young
I287899;C121299;Female;60;Clothing;5;1500.4;Debit Card;16/05/2022;Kanyon;7502;2022;5;2022-05;2;Senior
I170920;C103741;Female;60;Food & Beverage;3;15.69;Cash;17/12/2021;Metrocity;47.07;2021;12;2021-12;4;Senior
I270096;C660491;Male;66;Food & Beverage;2;10.46;Credit Card;3/05/2022;Metropol AVM;20.92;2022;5;2022-05;2;Senior
I557757;C323696;Male;59;Food & Beverage;1;5.23;Cash;27/08/2021;Kanyon;5.23;2021;8;2021-08;3;Senior
I377607;C274788;Male;69;Souvenir;5;58.65;Credit Card;11/01/2022;Metrocity;293.25;2022;1;2022-01;1;Senior
I256639;C158968;Female;47;Cosmetics;4;162.64;Credit Card;5/03/2023;Kanyon;650.56;2023;3;2023-03;1;Senior
I322886;C289495;Male;39;Technology;3;3150;Cash;7/01/2022;Istinye Park;9450;2022;1;2022-01;1;Adult
I248770;C646756;Female;54;Clothing;1;300.08;Cash;19/08/2022;Kanyon;300.08;2022;8;2022-08;3;Senior
I128121;C193824;Female;67;Technology;4;4200;Cash;17/01/2022;Metrocity;16800;2022;1;2022-01;1;Senior
I326712;C226996;Male;30;Clothing;2;600.16;Cash;5/05/2021;Metropol AVM;1200.32;2021;5;2021-05;2;Adult
I159865;C276008;Female;27;Toys;3;107.52;Credit Card;4/01/2022;Mall of Istanbul;322.56;2022;1;2022-01;1;Adult
I234223;C282899;Female;52;Cosmetics;4;162.64;Cash;26/10/2021;Metropol AVM;650.56;2021;10;2021-10;4;Senior
I616042;C323659;Female;57;Food & Beverage;3;15.69;Cash;17/06/2022;Kanyon;47.07;2022;6;2022-06;2;Senior
I148642;C158270;Male;52;Clothing;1;300.08;Credit Card;20/04/2021;Mall of Istanbul;300.08;2021;4;2021-04;2;Senior
I103072;C170969;Male;20;Cosmetics;4;162.64;Cash;4/04/2022;Forum Istanbul;650.56;2022;4;2022-04;2;Young
I497958;C170219;Female;52;Souvenir;5;58.65;Credit Card;25/02/2022;Mall of Istanbul;293.25;2022;2;2022-02;1;Senior
I236668;C111026;Female;67;Food & Beverage;3;15.69;Debit Card;6/05/2021;Viaport Outlet;47.07;2021;5;2021-05;2;Senior
I836239;C760307;Female;20;Cosmetics;4;162.64;Cash;13/11/2021;Kanyon;650.56;2021;11;2021-11;4;Young
I249682;C183888;Female;64;Clothing;3;900.24;Cash;3/08/2022;Metropol AVM;2700.72;2022;8;2022-08;3;Senior
I140825;C144823;Female;20;Cosmetics;2;81.32;Debit Card;4/02/2023;Kanyon;162.64;2023;2;2023-02;1;Young
I742965;C211277;Female;60;Toys;3;107.52;Cash;27/08/2022;Zorlu Center;322.56;2022;8;2022-08;3;Senior
I291579;C204782;Female;36;Clothing;1;300.08;Credit Card;31/10/2022;Mall of Istanbul;300.08;2022;10;2022-10;4;Adult
I196493;C184882;Female;29;Shoes;4;2400.68;Credit Card;27/03/2022;Kanyon;9602.72;2022;3;2022-03;1;Adult
I185316;C228532;Female;45;Souvenir;1;11.73;Cash;30/05/2022;Zorlu Center;11.73;2022;5;2022-05;2;Adult
I212235;C315826;Female;18;Food & Beverage;1;5.23;Cash;20/01/2021;Cevahir AVM;5.23;2021;1;2021-01;1;Young
I219127;C339071;Female;54;Books;1;15.15;Debit Card;23/12/2022;Kanyon;15.15;2022;12;2022-12;4;Senior
I971862;C219304;Male;45;Clothing;3;900.24;Cash;6/11/2022;Kanyon;2700.72;2022;11;2022-11;4;Adult
I108180;C192474;Female;59;Food & Beverage;1;5.23;Cash;21/10/2022;Kanyon;5.23;2022;10;2022-10;4;Senior
I321337;C398415;Female;49;Clothing;2;600.16;Cash;23/11/2021;Kanyon;1200.32;2021;11;2021-11;4;Senior
I274610;C391672;Male;61;Souvenir;3;35.19;Cash;15/01/2022;Metrocity;105.57;2022;1;2022-01;1;Senior
I678477;C275887;Female;28;Food & Beverage;3;15.69;Credit Card;6/06/2022;Cevahir AVM;47.07;2022;6;2022-06;2;Adult
I326054;C198086;Female;36;Books;3;45.45;Cash;2/09/2021;Metrocity;136.35;2021;9;2021-09;3;Adult
I284282;C822515;Female;69;Clothing;2;600.16;Cash;10/07/2022;Mall of Istanbul;1200.32;2022;7;2022-07;3;Senior
I256046;C871318;Female;27;Food & Beverage;3;15.69;Cash;14/04/2022;Mall of Istanbul;47.07;2022;4;2022-04;2;Adult
I486233;C199664;Female;30;Clothing;3;900.24;Credit Card;14/03/2022;Metrocity;2700.72;2022;3;2022-03;1;Adult
I237899;C820137;Male;67;Cosmetics;4;162.64;Debit Card;1/05/2021;Zorlu Center;650.56;2021;5;2021-05;2;Senior
I102481;C521673;Male;66;Shoes;4;2400.68;Credit Card;22/04/2022;Kanyon;9602.72;2022;4;2022-04;2;Senior
I198156;C149637;Female;52;Food & Beverage;4;20.92;Cash;26/02/2023;Metropol AVM;83.68;2023;2;2023-02;1;Senior
I411189;C743273;Male;69;Food & Beverage;3;15.69;Credit Card;8/02/2021;Metrocity;47.07;2021;2;2021-02;1;Senior
I528396;C130273;Female;63;Clothing;1;300.08;Debit Card;21/11/2022;Metropol AVM;300.08;2022;11;2022-11;4;Senior
I225178;C240389;Female;20;Clothing;5;1500.4;Credit Card;10/02/2021;Kanyon;7502;2021;2;2021-02;1;Young
I103131;C470346;Female;23;Toys;4;143.36;Cash;22/03/2022;Metrocity;573.44;2022;3;2022-03;1;Young
I179619;C423734;Male;47;Toys;3;107.52;Cash;11/10/2022;Metrocity;322.56;2022;10;2022-10;4;Senior
I229909;C139077;Male;43;Clothing;5;1500.4;Cash;10/05/2022;Viaport Outlet;7502;2022;5;2022-05;2;Adult
I472142;C842431;Male;55;Shoes;1;600.17;Cash;4/08/2021;Cevahir AVM;600.17;2021;8;2021-08;3;Senior
I184289;C102301;Male;25;Toys;2;71.68;Credit Card;18/09/2022;Metrocity;143.36;2022;9;2022-09;3;Adult
I340111;C222159;Female;62;Shoes;4;2400.68;Cash;1/04/2022;Mall of Istanbul;9602.72;2022;4;2022-04;2;Senior
